movieId,title,genres,tag,relevant_tags,combined_features,imdbId
11,"American President, The (1995)",Comedy Drama Romance,president president US President White House girlie movie clever dialogue politics Amazing kung fu decent flick Annette Bening ethics great cast great performances great story Michael Douglas morals Drama Romance cute seen more than once DVD Collection screenwriter:Aaron Sorkin NO_FA_GANES Rob Reiner Aaron Sorkin clever dialogue cute girlie movie great performances Martin Sheen Michael Douglas politics Rob Reiner Romance politics single parents US President politics president Aaron Sorkin Michael Douglas politics CLV Aaron Sorkin 23.03.06 Bibliothek seen Romance,president politics political world politics romantic comedy,Comedy Drama Romance president president US President White House girlie movie clever dialogue politics Amazing kung fu decent flick Annette Bening ethics great cast great performances great story Michael Douglas morals Drama Romance cute seen more than once DVD Collection screenwriter:Aaron Sorkin NO_FA_GANES Rob Reiner Aaron Sorkin clever dialogue cute girlie movie great performances Martin Sheen Michael Douglas politics Rob Reiner Romance politics single parents US President politics president Aaron Sorkin Michael Douglas politics CLV Aaron Sorkin 23.03.06 Bibliothek seen Romance president politics political world politics romantic comedy,112346
12,Dracula: Dead and Loving It (1995),Comedy Horror,Mel Brooks Mel Brooks gothic vampire Leslie Nielsen Mel Brooks spoof BD-R spoof,spoof parody comedy goofy silly fun,Comedy Horror Mel Brooks Mel Brooks gothic vampire Leslie Nielsen Mel Brooks spoof BD-R spoof spoof parody comedy goofy silly fun,112896
13,Balto (1995),Adventure Animation Children,sort of boring Simon Wells dogsled Ei muista wolves,talking animals animation animated dog dogs,Adventure Animation Children sort of boring Simon Wells dogsled Ei muista wolves talking animals animation animated dog dogs,112453
14,Nixon (1995),Drama,biopic character based on real person:Richard Nixon US President Oliver Stone political drama based on a true story biographical Oliver Stone politics Oliver Stone president Anthony Hopkins Drama based on a true story cinematographer:Robert Richardson biographical own corruption politics true story US President Historical opinion politics president CLV Tumey's VHS,president biographical world politics politics biopic,Drama biopic character based on real person:Richard Nixon US President Oliver Stone political drama based on a true story biographical Oliver Stone politics Oliver Stone president Anthony Hopkins Drama based on a true story cinematographer:Robert Richardson biographical own corruption politics true story US President Historical opinion politics president CLV Tumey's VHS president biographical world politics politics biopic,113987
15,Cutthroat Island (1995),Action Adventure Romance,pirates treasure action adventure better than I remembered Frank Langella Geena Davis humor Pirate pirates sword fight treasure treasure hunt treasure pirates sexuality treasure pirates big budget treasure treasure treasure CLV Pirate pirates Pirate pirates treasure,treasure hunt pirates swashbuckler action adventure,Action Adventure Romance pirates treasure action adventure better than I remembered Frank Langella Geena Davis humor Pirate pirates sword fight treasure treasure hunt treasure pirates sexuality treasure pirates big budget treasure treasure treasure CLV Pirate pirates Pirate pirates treasure treasure hunt pirates swashbuckler action adventure,112760
16,Casino (1995),Crime Drama,de niro in pink Joe Pesci Martin Scorsese Robert De Niro Sharon Stone character development violent Las Vegas organized crime Martin Scorsese based on a book mafia Martin Scorsese based on a book casino corruption gangster Great Ensemble Cast great performances mafia Martin Scorsese Nudity (Rear) Nudity (Topless - Brief) organized crime Robert De Niro violence violent cannibalism Robert DeNiro gangsters mafia Robert De Niro Mafia Martin Scorsese excellent cast Great Ensemble Cast great performances Joe Pesci long movie Robert De Niro Sharon Stone Robert De Niro Joe Pesci Las Vegas Martin Scorsese Robert De Niro Sharon Stone mafia Martin Scorsese joe pesci need to own Nudity (Rear) Nudity (Topless - Brief) Martin Scorsese masterpiece violent Martin Scorsese Robert De Niro Martin Scorsese mafia narrated Martin Scorsese complex gangsters great performances imdb top 250 las vegas mafia Martin Scorsese narrated non-fiction organized crime Robert De Niro indulgent muddled motivations slow stylish gangster gangsters mob organized crime violent mafia non-fiction NO_FA_GANES Martin Scorsese cinematographer:Robert Richardson las vegas Martin Scorsese mob corruption gamble mafia soundtrack violence gangsters imdb top 250 las vegas mafia Martin Scorsese narrated Robert De Niro Sharon Stone casino Martin Scorsese narrated Robert De Niro violent corruption great performances mafia nudity Divx1 Eric's Dvds based on a book gangsters imdb top 250 Las Vegas Mafia nudity (rear) Martin Scorsese Robert De Niro Martin Scorsese mafia Martin Scorsese on dvr Mafia Martin Scorsese mafia Martin Scorsese narrated Robert De Niro Robert DeNiro Sharon Stone violent watch based on a book violent based on a book cannibalism corruption imdb top 250 Nudity (Topless - Brief) 20060407 robert de niro scorcese complex Goodfellas II mafia Robert Deniro Martin Scorsese narrated robert de niro etaege cult film mafia robert de niro scorcese cult film imdb top 250 mafia mob narrated Robert De Niro casino CLV DeNiro gangster Pesci Vegas erlend's DVDs Joe Pesci las vegas mafia Martin Scorsese Robert De Niro casino memasa's movies Bibliothek mafia organized crime Tumey's DVDs Martin Scorsese,organized crime mafia mob gangster gangsters,Crime Drama de niro in pink Joe Pesci Martin Scorsese Robert De Niro Sharon Stone character development violent Las Vegas organized crime Martin Scorsese based on a book mafia Martin Scorsese based on a book casino corruption gangster Great Ensemble Cast great performances mafia Martin Scorsese Nudity (Rear) Nudity (Topless - Brief) organized crime Robert De Niro violence violent cannibalism Robert DeNiro gangsters mafia Robert De Niro Mafia Martin Scorsese excellent cast Great Ensemble Cast great performances Joe Pesci long movie Robert De Niro Sharon Stone Robert De Niro Joe Pesci Las Vegas Martin Scorsese Robert De Niro Sharon Stone mafia Martin Scorsese joe pesci need to own Nudity (Rear) Nudity (Topless - Brief) Martin Scorsese masterpiece violent Martin Scorsese Robert De Niro Martin Scorsese mafia narrated Martin Scorsese complex gangsters great performances imdb top 250 las vegas mafia Martin Scorsese narrated non-fiction organized crime Robert De Niro indulgent muddled motivations slow stylish gangster gangsters mob organized crime violent mafia non-fiction NO_FA_GANES Martin Scorsese cinematographer:Robert Richardson las vegas Martin Scorsese mob corruption gamble mafia soundtrack violence gangsters imdb top 250 las vegas mafia Martin Scorsese narrated Robert De Niro Sharon Stone casino Martin Scorsese narrated Robert De Niro violent corruption great performances mafia nudity Divx1 Eric's Dvds based on a book gangsters imdb top 250 Las Vegas Mafia nudity (rear) Martin Scorsese Robert De Niro Martin Scorsese mafia Martin Scorsese on dvr Mafia Martin Scorsese mafia Martin Scorsese narrated Robert De Niro Robert DeNiro Sharon Stone violent watch based on a book violent based on a book cannibalism corruption imdb top 250 Nudity (Topless - Brief) 20060407 robert de niro scorcese complex Goodfellas II mafia Robert Deniro Martin Scorsese narrated robert de niro etaege cult film mafia robert de niro scorcese cult film imdb top 250 mafia mob narrated Robert De Niro casino CLV DeNiro gangster Pesci Vegas erlend's DVDs Joe Pesci las vegas mafia Martin Scorsese Robert De Niro casino memasa's movies Bibliothek mafia organized crime Tumey's DVDs Martin Scorsese organized crime mafia mob gangster gangsters,112641
17,Sense and Sensibility (1995),Drama Romance,adapted from:book author:Jane Austen based on a book British heartwarming Hugh Grant Jane Austen period film romance Alan Rickman British costume drama 18th century Jane Austen romance trials and tribulations based on a book Jane Austen 19th century Alan Rickman Ang Lee British costume drama Emma Thompson historical Jane Austen Period British Shakespeare Emma Thompson Jane Austen Ang Lee Alan Rickman British Jane Austen English Romance Jane Austen BGAB LRC chick flick Period Regency England based on a book British classic Jane Austen adapted from:book Alan Rickman Ang Lee author:Jane Austen British Emma Thompson Hugh Grant Kate Winslet Alan Rickman British chick flick Hugh Grant Kate Winslet British Jane Austen Jane Austen Alan Rickman Emma Thompson Hugh Grant Kate Winslet chick flick Jane Austen Period romantic Jane Austen 19th century Alan Rickman based on a book British chick flick costume drama Hugh Grant Jane Austen Kate Winslet romance romantic Alan Rickman chick flick classic Hugh Grant Jane Austen Kate Winslet Period Ang Lee Jane Austen Great Adaptations Great Screenplays 19th century adapted from:book Ang Lee British costume drama Jane Austen Alan Rickman 19th century Alan Rickman based on a book British costume drama Jane Austen Period Regency England romantic 19th century based on a book chick flick costume drama Great Screenplays heartwarming historical literature period piece romantic Jane Austen based on a book Jane Austen Emma Thompson Kate Winslet true love story Jane Austen Jane Austen based on a book British Hugh Grant Jane Austen romantic Shakespeare Emma Thompson Hugh Grant Alan Rickman Emma Thompson Hugh Grant Sven's to see list british seen 2012 hulu based on a book classic literature fast romantic chick flick hugh grant romance shakespeare adapted from:book based on a book romance romantic Shakespeare boring nothing happens CLV British available DVD historical literature Netflix Finland Bibliothek,18th century adapted from:book costume drama period piece romantic,Drama Romance adapted from:book author:Jane Austen based on a book British heartwarming Hugh Grant Jane Austen period film romance Alan Rickman British costume drama 18th century Jane Austen romance trials and tribulations based on a book Jane Austen 19th century Alan Rickman Ang Lee British costume drama Emma Thompson historical Jane Austen Period British Shakespeare Emma Thompson Jane Austen Ang Lee Alan Rickman British Jane Austen English Romance Jane Austen BGAB LRC chick flick Period Regency England based on a book British classic Jane Austen adapted from:book Alan Rickman Ang Lee author:Jane Austen British Emma Thompson Hugh Grant Kate Winslet Alan Rickman British chick flick Hugh Grant Kate Winslet British Jane Austen Jane Austen Alan Rickman Emma Thompson Hugh Grant Kate Winslet chick flick Jane Austen Period romantic Jane Austen 19th century Alan Rickman based on a book British chick flick costume drama Hugh Grant Jane Austen Kate Winslet romance romantic Alan Rickman chick flick classic Hugh Grant Jane Austen Kate Winslet Period Ang Lee Jane Austen Great Adaptations Great Screenplays 19th century adapted from:book Ang Lee British costume drama Jane Austen Alan Rickman 19th century Alan Rickman based on a book British costume drama Jane Austen Period Regency England romantic 19th century based on a book chick flick costume drama Great Screenplays heartwarming historical literature period piece romantic Jane Austen based on a book Jane Austen Emma Thompson Kate Winslet true love story Jane Austen Jane Austen based on a book British Hugh Grant Jane Austen romantic Shakespeare Emma Thompson Hugh Grant Alan Rickman Emma Thompson Hugh Grant Sven's to see list british seen 2012 hulu based on a book classic literature fast romantic chick flick hugh grant romance shakespeare adapted from:book based on a book romance romantic Shakespeare boring nothing happens CLV British available DVD historical literature Netflix Finland Bibliothek 18th century adapted from:book costume drama period piece romantic,114388
18,Four Rooms (1995),Comedy,Quentin Tarantino multiple storylines Antonio Banderas Bruce Willis fast paced multiple storylines Quentin Tarantino Robert Rodriguez Tarantino Tim Roth multiple storylines Quentin Tarantino Robert Rodriguez Tim Roth Tarantino Bruce Willis dark comedy multiple storylines Quentin Tarantino Tim Roth multiple storylines Quentin Tarantino Alexandre Rockwell Allison Anders Rodriguez Tarantino Tarantino Antonio Banderas Madonna multiple storylines Quentin Tarantino Nudity (Topless) Nudity (Topless) Quentin Tarantino Robert Rodriguez witch Comedy dark comedy Jennifer Beals multiple storylines Quentin Tarantino Tarantino Tim Roth witches fast paced multiple short stories in one Rodriguez Antonio Banderas Bruce Willis hotel Quentin Tarantino Robert Rodriguez Tim Roth 4 multiple storylines Quentin Tarantino Antonio Banderas Quentin Tarantino Tim Roth Antonio Banderas dark comedy hotel Madonna Quentin Tarantino Salma Hayek Tim Roth own Tarantino hotel multiple storylines nudity (topless) dark comedy Quentin Tarantino Tim Roth Quentin Tarantino Robert Rodriguez multiple storylines Tim Roth comedy hotel multiple storylines Tarantino Tumey's VHS,off-beat comedy storytelling hotel tarantino stylish,Comedy Quentin Tarantino multiple storylines Antonio Banderas Bruce Willis fast paced multiple storylines Quentin Tarantino Robert Rodriguez Tarantino Tim Roth multiple storylines Quentin Tarantino Robert Rodriguez Tim Roth Tarantino Bruce Willis dark comedy multiple storylines Quentin Tarantino Tim Roth multiple storylines Quentin Tarantino Alexandre Rockwell Allison Anders Rodriguez Tarantino Tarantino Antonio Banderas Madonna multiple storylines Quentin Tarantino Nudity (Topless) Nudity (Topless) Quentin Tarantino Robert Rodriguez witch Comedy dark comedy Jennifer Beals multiple storylines Quentin Tarantino Tarantino Tim Roth witches fast paced multiple short stories in one Rodriguez Antonio Banderas Bruce Willis hotel Quentin Tarantino Robert Rodriguez Tim Roth 4 multiple storylines Quentin Tarantino Antonio Banderas Quentin Tarantino Tim Roth Antonio Banderas dark comedy hotel Madonna Quentin Tarantino Salma Hayek Tim Roth own Tarantino hotel multiple storylines nudity (topless) dark comedy Quentin Tarantino Tim Roth Quentin Tarantino Robert Rodriguez multiple storylines Tim Roth comedy hotel multiple storylines Tarantino Tumey's VHS off-beat comedy storytelling hotel tarantino stylish,113101
19,Ace Ventura: When Nature Calls (1995),Comedy,childhood fav Jim Carrey Simon Callow Steve Oedekerk comedy Jim Carrey private detective detective detective Jim Carrey Gross-out spit detective Rhino action :D Jim Carrey Steve Oedekerk detective comedy Africa Jim Carrey Jim Carrey detective Jim Carrey Jim Carrey Jim Carrey comedy detective detective One of the worst movies of all time over the top Stupid as Hell detective crazy Jim Carrey over the top hilarious Jim Carrey detective goofy comedy Jim Carrey Not my kind of comedy detective Jim Carrey Steve Oedekerk Jim Carrey Rhino action :D Stupid as Hell Africa comedy Jim Carrey detective comedy Jim Carrey Africa Jim Carrey Jim Carrey Not my kind of comedy detective detective detective detective Stupid as Hell crazy Africa childhood fav comedy crazy Gross-out hehehe Jim Carrey Not my kind of comedy One of the worst movies of all time over the top Rhino action :D Simon Callow spit Steve Oedekerk Stupid as Hell comedy Jim Carrey Jim Carrey detective hehehe detective Stupid as Hell Jim Carrey silly fun Jim Carrey silly fun silly fun very funny Jim Carrey Not my kind of comedy One of the worst movies of all time Stupid as Hell detective comedy Jim Carrey over the top Jim Carrey Jim Carrey comedy hilarious Jim Carrey sequel Jim Carrey,goofy silly fun comedy dumb detective,Comedy childhood fav Jim Carrey Simon Callow Steve Oedekerk comedy Jim Carrey private detective detective detective Jim Carrey Gross-out spit detective Rhino action :D Jim Carrey Steve Oedekerk detective comedy Africa Jim Carrey Jim Carrey detective Jim Carrey Jim Carrey Jim Carrey comedy detective detective One of the worst movies of all time over the top Stupid as Hell detective crazy Jim Carrey over the top hilarious Jim Carrey detective goofy comedy Jim Carrey Not my kind of comedy detective Jim Carrey Steve Oedekerk Jim Carrey Rhino action :D Stupid as Hell Africa comedy Jim Carrey detective comedy Jim Carrey Africa Jim Carrey Jim Carrey Not my kind of comedy detective detective detective detective Stupid as Hell crazy Africa childhood fav comedy crazy Gross-out hehehe Jim Carrey Not my kind of comedy One of the worst movies of all time over the top Rhino action :D Simon Callow spit Steve Oedekerk Stupid as Hell comedy Jim Carrey Jim Carrey detective hehehe detective Stupid as Hell Jim Carrey silly fun Jim Carrey silly fun silly fun very funny Jim Carrey Not my kind of comedy One of the worst movies of all time Stupid as Hell detective comedy Jim Carrey over the top Jim Carrey Jim Carrey comedy hilarious Jim Carrey sequel Jim Carrey goofy silly fun comedy dumb detective,112281
20,Money Train (1995),Action Comedy Crime Drama Thriller,worthwhile Nudity (Topless - Brief) Joseph Ruben afternoon section CLV lame,good action action action packed fast paced fight scenes,Action Comedy Crime Drama Thriller worthwhile Nudity (Topless - Brief) Joseph Ruben afternoon section CLV lame good action action action packed fast paced fight scenes,113845
21,Get Shorty (1995),Comedy Crime Thriller,mafia satire:Hollywood insiders author:Elmore Leonard foqam Getting old but still excellent John Travolta funny! Gene Hackman Hilarious! hollywood John Travolta mafia satire satire:Hollywood insiders contrived forgetable funny silly Crime mob Gene Hackman author:Elmore Leonard Hollywood NO_FA_GANES forgetable Barry Sonnenfeld John Travolta forgetable Hollywood based on a book Elmore Leonard movie business Hollywood watch travolta Danny DeVito Gene Hackman John Travolta mafia Crime Hollywood movie business USA CLV Gene Hackman satire:Hollywood insiders silly,mob great movie gangsters gangster cool,Comedy Crime Thriller mafia satire:Hollywood insiders author:Elmore Leonard foqam Getting old but still excellent John Travolta funny! Gene Hackman Hilarious! hollywood John Travolta mafia satire satire:Hollywood insiders contrived forgetable funny silly Crime mob Gene Hackman author:Elmore Leonard Hollywood NO_FA_GANES forgetable Barry Sonnenfeld John Travolta forgetable Hollywood based on a book Elmore Leonard movie business Hollywood watch travolta Danny DeVito Gene Hackman John Travolta mafia Crime Hollywood movie business USA CLV Gene Hackman satire:Hollywood insiders silly mob great movie gangsters gangster cool,113161
22,Copycat (1995),Crime Drama Horror Mystery Thriller,detective mystery serial killer suspense thriller detective detective suspenseful thriller thriller detective suspenseful detective agoraphobia female protagonist serial killer Sigourney Weaver trauma thriller thriller thriller seen detective thriller thriller thriller thriller thriller detective suspenseful thriller detective thriller thriller thriller suspenseful detective suspenseful detective suspenseful detective serial killer suspenseful thriller thriller detective suspenseful detective suspenseful detective thriller strong female lead thriller thriller serial killer suspenseful claustrophobic serial killer detective detective suspenseful detective suspenseful serial killer serial killer detective suspenseful thriller detective suspenseful thriller thriller thriller detective suspenseful thriller detective thriller detective serial killer thriller thriller serial killer,serial killer suspenseful detective suspense police investigation,Crime Drama Horror Mystery Thriller detective mystery serial killer suspense thriller detective detective suspenseful thriller thriller detective suspenseful detective agoraphobia female protagonist serial killer Sigourney Weaver trauma thriller thriller thriller seen detective thriller thriller thriller thriller thriller detective suspenseful thriller detective thriller thriller thriller suspenseful detective suspenseful detective suspenseful detective serial killer suspenseful thriller thriller detective suspenseful detective suspenseful detective thriller strong female lead thriller thriller serial killer suspenseful claustrophobic serial killer detective detective suspenseful detective suspenseful serial killer serial killer detective suspenseful thriller detective suspenseful thriller thriller thriller detective suspenseful thriller detective thriller detective serial killer thriller thriller serial killer serial killer suspenseful detective suspense police investigation,112722
23,Assassins (1995),Action Crime Thriller,Antonio Banderas Sylvester Stallone Wachowski Brothers Sylvester Stallone 2.5 Richard Donner Divx1 afternoon section Sylvester Stallone CLV,hit men assassin assassins action good action,Action Crime Thriller Antonio Banderas Sylvester Stallone Wachowski Brothers Sylvester Stallone 2.5 Richard Donner Divx1 afternoon section Sylvester Stallone CLV hit men assassin assassins action good action,112401
24,Powder (1995),Drama Sci-Fi,albino special powers earnest elegiac poignant reflective tearjerking albino special powers Post apocalyptic outcast teaches us all a cheesy lesson pretentious albino elegiac special powers albino controversial Can't remember reflective inane pretentious Victor Salva poignant,touching emotional humanity poignant tear jerker,Drama Sci-Fi albino special powers earnest elegiac poignant reflective tearjerking albino special powers Post apocalyptic outcast teaches us all a cheesy lesson pretentious albino elegiac special powers albino controversial Can't remember reflective inane pretentious Victor Salva poignant touching emotional humanity poignant tear jerker,114168
